full_name,html_url,description,stargazers_count,forks_count,updated_at,created_at,owner,topics,size,language,license
Tanu-N-Prabhu/Python,https://github.com/Tanu-N-Prabhu/Python,This repository helps you understand python from the scratch.,968,602,2024-02-07T23:20:40Z,2019-04-27T04:49:56Z,"{'login': 'Tanu-N-Prabhu', 'id': 49044332, 'node_id': 'MDQ6VXNlcjQ5MDQ0MzMy', 'avatar_url': 'https://avatars.githubusercontent.com/u/49044332?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Tanu-N-Prabhu', 'html_url': 'https://github.com/Tanu-N-Prabhu', 'followers_url': 'https://api.github.com/users/Tanu-N-Prabhu/followers', 'following_url': 'https://api.github.com/users/Tanu-N-Prabhu/following{/other_user}', 'gists_url': 'https://api.github.com/users/Tanu-N-Prabhu/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Tanu-N-Prabhu/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Tanu-N-Prabhu/subscriptions', 'organizations_url': 'https://api.github.com/users/Tanu-N-Prabhu/orgs', 'repos_url': 'https://api.github.com/users/Tanu-N-Prabhu/repos', 'events_url': 'https://api.github.com/users/Tanu-N-Prabhu/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Tanu-N-Prabhu/received_events', 'type': 'User', 'site_admin': False}","['data', 'dataanalysis', 'datascraping', 'google-colab', 'google-colab-notebook', 'jupyter-notebook', 'machine-learning', 'numpy', 'numpy-arrays', 'pandas-dataframe', 'prediction', 'python', 'python-3', 'python3']",26182,Jupyter Notebook,
Pierian-Data/Complete-Python-3-Bootcamp,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,Course Files for Complete Python 3 Bootcamp Course on Udemy,25825,82701,2024-02-09T17:05:34Z,2018-02-12T19:30:10Z,"{'login': 'Pierian-Data', 'id': 16237870, 'node_id': 'MDQ6VXNlcjE2MjM3ODcw', 'avatar_url': 'https://avatars.githubusercontent.com/u/16237870?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Pierian-Data', 'html_url': 'https://github.com/Pierian-Data', 'followers_url': 'https://api.github.com/users/Pierian-Data/followers', 'following_url': 'https://api.github.com/users/Pierian-Data/following{/other_user}', 'gists_url': 'https://api.github.com/users/Pierian-Data/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Pierian-Data/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Pierian-Data/subscriptions', 'organizations_url': 'https://api.github.com/users/Pierian-Data/orgs', 'repos_url': 'https://api.github.com/users/Pierian-Data/repos', 'events_url': 'https://api.github.com/users/Pierian-Data/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Pierian-Data/received_events', 'type': 'User', 'site_admin': False}",[],37125,Jupyter Notebook,
michaelliao/learn-python3,https://github.com/michaelliao/learn-python3,Learn Python 3 Sample Code,6110,4905,2024-02-08T18:35:20Z,2015-05-15T05:29:05Z,"{'login': 'michaelliao', 'id': 470058, 'node_id': 'MDQ6VXNlcjQ3MDA1OA==', 'avatar_url': 'https://avatars.githubusercontent.com/u/470058?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/michaelliao', 'html_url': 'https://github.com/michaelliao', 'followers_url': 'https://api.github.com/users/michaelliao/followers', 'following_url': 'https://api.github.com/users/michaelliao/following{/other_user}', 'gists_url': 'https://api.github.com/users/michaelliao/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/michaelliao/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/michaelliao/subscriptions', 'organizations_url': 'https://api.github.com/users/michaelliao/orgs', 'repos_url': 'https://api.github.com/users/michaelliao/repos', 'events_url': 'https://api.github.com/users/michaelliao/events{/privacy}', 'received_events_url': 'https://api.github.com/users/michaelliao/received_events', 'type': 'User', 'site_admin': False}","['python', 'python3']",238,,"{'key': 'gpl-2.0', 'name': 'GNU General Public License v2.0', 'spdx_id': 'GPL-2.0', 'url': 'https://api.github.com/licenses/gpl-2.0', 'node_id': 'MDc6TGljZW5zZTg='}"
yidao620c/python3-cookbook,https://github.com/yidao620c/python3-cookbook,《Python Cookbook》 3rd Edition Translation,11321,2997,2024-02-09T03:21:24Z,2014-08-19T03:13:07Z,"{'login': 'yidao620c', 'id': 1510785, 'node_id': 'MDQ6VXNlcjE1MTA3ODU=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1510785?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/yidao620c', 'html_url': 'https://github.com/yidao620c', 'followers_url': 'https://api.github.com/users/yidao620c/followers', 'following_url': 'https://api.github.com/users/yidao620c/following{/other_user}', 'gists_url': 'https://api.github.com/users/yidao620c/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/yidao620c/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/yidao620c/subscriptions', 'organizations_url': 'https://api.github.com/users/yidao620c/orgs', 'repos_url': 'https://api.github.com/users/yidao620c/repos', 'events_url': 'https://api.github.com/users/yidao620c/events{/privacy}', 'received_events_url': 'https://api.github.com/users/yidao620c/received_events', 'type': 'User', 'site_admin': False}","['python', 'python3', 'python3-cookbook', 'readthedocs']",4366,Jupyter Notebook,
Yonv1943/Python,https://github.com/Yonv1943/Python,Demo and other Python3 code,632,390,2024-02-06T13:48:22Z,2018-06-08T04:36:49Z,"{'login': 'Yonv1943', 'id': 37322666, 'node_id': 'MDQ6VXNlcjM3MzIyNjY2', 'avatar_url': 'https://avatars.githubusercontent.com/u/37322666?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Yonv1943', 'html_url': 'https://github.com/Yonv1943', 'followers_url': 'https://api.github.com/users/Yonv1943/followers', 'following_url': 'https://api.github.com/users/Yonv1943/following{/other_user}', 'gists_url': 'https://api.github.com/users/Yonv1943/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Yonv1943/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Yonv1943/subscriptions', 'organizations_url': 'https://api.github.com/users/Yonv1943/orgs', 'repos_url': 'https://api.github.com/users/Yonv1943/repos', 'events_url': 'https://api.github.com/users/Yonv1943/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Yonv1943/received_events', 'type': 'User', 'site_admin': False}",[],32429,Python,
zhanghe06/python,https://github.com/zhanghe06/python,Python使用记录,475,352,2023-12-26T13:55:42Z,2015-01-22T08:44:20Z,"{'login': 'zhanghe06', 'id': 8669309, 'node_id': 'MDQ6VXNlcjg2NjkzMDk=', 'avatar_url': 'https://avatars.githubusercontent.com/u/8669309?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/zhanghe06', 'html_url': 'https://github.com/zhanghe06', 'followers_url': 'https://api.github.com/users/zhanghe06/followers', 'following_url': 'https://api.github.com/users/zhanghe06/following{/other_user}', 'gists_url': 'https://api.github.com/users/zhanghe06/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/zhanghe06/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/zhanghe06/subscriptions', 'organizations_url': 'https://api.github.com/users/zhanghe06/orgs', 'repos_url': 'https://api.github.com/users/zhanghe06/repos', 'events_url': 'https://api.github.com/users/zhanghe06/events{/privacy}', 'received_events_url': 'https://api.github.com/users/zhanghe06/received_events', 'type': 'User', 'site_admin': False}",[],19228,Python,
faif/python-patterns,https://github.com/faif/python-patterns,A collection of design patterns/idioms in Python,39006,7014,2024-02-09T14:48:54Z,2012-06-06T21:02:35Z,"{'login': 'faif', 'id': 1304661, 'node_id': 'MDQ6VXNlcjEzMDQ2NjE=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1304661?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/faif', 'html_url': 'https://github.com/faif', 'followers_url': 'https://api.github.com/users/faif/followers', 'following_url': 'https://api.github.com/users/faif/following{/other_user}', 'gists_url': 'https://api.github.com/users/faif/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/faif/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/faif/subscriptions', 'organizations_url': 'https://api.github.com/users/faif/orgs', 'repos_url': 'https://api.github.com/users/faif/repos', 'events_url': 'https://api.github.com/users/faif/events{/privacy}', 'received_events_url': 'https://api.github.com/users/faif/received_events', 'type': 'User', 'site_admin': False}","['design-patterns', 'idioms', 'python']",3777,Python,
lining0806/PythonSpiderNotes,https://github.com/lining0806/PythonSpiderNotes,Python入门网络爬虫之精华版,6520,2227,2024-02-09T02:54:58Z,2015-08-19T03:48:30Z,"{'login': 'lining0806', 'id': 2107245, 'node_id': 'MDQ6VXNlcjIxMDcyNDU=', 'avatar_url': 'https://avatars.githubusercontent.com/u/2107245?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/lining0806', 'html_url': 'https://github.com/lining0806', 'followers_url': 'https://api.github.com/users/lining0806/followers', 'following_url': 'https://api.github.com/users/lining0806/following{/other_user}', 'gists_url': 'https://api.github.com/users/lining0806/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/lining0806/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/lining0806/subscriptions', 'organizations_url': 'https://api.github.com/users/lining0806/orgs', 'repos_url': 'https://api.github.com/users/lining0806/repos', 'events_url': 'https://api.github.com/users/lining0806/events{/privacy}', 'received_events_url': 'https://api.github.com/users/lining0806/received_events', 'type': 'User', 'site_admin': False}","['captcha', 'cookie', 'python', 'scrapy', 'selenium', 'wechat', 'zhihu']",7343,Python,
Jack-Cherish/PythonPark,https://github.com/Jack-Cherish/PythonPark,Python 开源项目之「自学编程之路」，保姆级教程：AI实验室、宝藏视频、数据结构、学习指南、机器学习实战、深度学习实战、网络爬虫、大厂面经、程序人生、资源分享。,8403,1544,2024-02-09T05:49:27Z,2020-04-29T06:24:33Z,"{'login': 'Jack-Cherish', 'id': 16872370, 'node_id': 'MDQ6VXNlcjE2ODcyMzcw', 'avatar_url': 'https://avatars.githubusercontent.com/u/16872370?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Jack-Cherish', 'html_url': 'https://github.com/Jack-Cherish', 'followers_url': 'https://api.github.com/users/Jack-Cherish/followers', 'following_url': 'https://api.github.com/users/Jack-Cherish/following{/other_user}', 'gists_url': 'https://api.github.com/users/Jack-Cherish/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Jack-Cherish/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Jack-Cherish/subscriptions', 'organizations_url': 'https://api.github.com/users/Jack-Cherish/orgs', 'repos_url': 'https://api.github.com/users/Jack-Cherish/repos', 'events_url': 'https://api.github.com/users/Jack-Cherish/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Jack-Cherish/received_events', 'type': 'User', 'site_admin': False}","['deep-learning', 'deeplearning', 'python', 'python-spider', 'python3', 'pytorch', 'webspider']",2767,Python,
realpython/python-guide,https://github.com/realpython/python-guide,"Python best practices guidebook, written for humans. ",27248,5998,2024-02-09T17:01:04Z,2011-03-15T03:24:20Z,"{'login': 'realpython', 'id': 5448020, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjU0NDgwMjA=', 'avatar_url': 'https://avatars.githubusercontent.com/u/5448020?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/realpython', 'html_url': 'https://github.com/realpython', 'followers_url': 'https://api.github.com/users/realpython/followers', 'following_url': 'https://api.github.com/users/realpython/following{/other_user}', 'gists_url': 'https://api.github.com/users/realpython/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/realpython/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/realpython/subscriptions', 'organizations_url': 'https://api.github.com/users/realpython/orgs', 'repos_url': 'https://api.github.com/users/realpython/repos', 'events_url': 'https://api.github.com/users/realpython/events{/privacy}', 'received_events_url': 'https://api.github.com/users/realpython/received_events', 'type': 'Organization', 'site_admin': False}","['book', 'guide', 'kennethreitz', 'python']",6888,Batchfile,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}"
jerry-git/learn-python3,https://github.com/jerry-git/learn-python3,Jupyter notebooks for teaching/learning Python 3,6185,1776,2024-02-07T01:16:58Z,2018-05-01T11:46:24Z,"{'login': 'jerry-git', 'id': 30327563, 'node_id': 'MDQ6VXNlcjMwMzI3NTYz', 'avatar_url': 'https://avatars.githubusercontent.com/u/30327563?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jerry-git', 'html_url': 'https://github.com/jerry-git', 'followers_url': 'https://api.github.com/users/jerry-git/followers', 'following_url': 'https://api.github.com/users/jerry-git/following{/other_user}', 'gists_url': 'https://api.github.com/users/jerry-git/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jerry-git/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jerry-git/subscriptions', 'organizations_url': 'https://api.github.com/users/jerry-git/orgs', 'repos_url': 'https://api.github.com/users/jerry-git/repos', 'events_url': 'https://api.github.com/users/jerry-git/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jerry-git/received_events', 'type': 'User', 'site_admin': False}","['jupyter-notebook', 'learning-python', 'python-exercises', 'python3', 'teaching-materials']",1558,HTML,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
Zy143L/python,https://github.com/Zy143L/python,Python练习,405,264,2024-01-24T13:48:45Z,2021-06-26T14:52:47Z,"{'login': 'Zy143L', 'id': 21352718, 'node_id': 'MDQ6VXNlcjIxMzUyNzE4', 'avatar_url': 'https://avatars.githubusercontent.com/u/21352718?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Zy143L', 'html_url': 'https://github.com/Zy143L', 'followers_url': 'https://api.github.com/users/Zy143L/followers', 'following_url': 'https://api.github.com/users/Zy143L/following{/other_user}', 'gists_url': 'https://api.github.com/users/Zy143L/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Zy143L/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Zy143L/subscriptions', 'organizations_url': 'https://api.github.com/users/Zy143L/orgs', 'repos_url': 'https://api.github.com/users/Zy143L/repos', 'events_url': 'https://api.github.com/users/Zy143L/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Zy143L/received_events', 'type': 'User', 'site_admin': False}",[],8239,,
