full_name,html_url,description,stargazers_count,forks_count,updated_at,created_at,owner,topics,size,language,license
GoogleCloudPlatform/python-docs-samples,https://github.com/GoogleCloudPlatform/python-docs-samples,Code samples used on cloud.google.com,6834,6375,2024-02-09T12:25:58Z,2015-05-04T23:26:13Z,"{'login': 'GoogleCloudPlatform', 'id': 2810941, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjI4MTA5NDE=', 'avatar_url': 'https://avatars.githubusercontent.com/u/2810941?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/GoogleCloudPlatform', 'html_url': 'https://github.com/GoogleCloudPlatform', 'followers_url': 'https://api.github.com/users/GoogleCloudPlatform/followers', 'following_url': 'https://api.github.com/users/GoogleCloudPlatform/following{/other_user}', 'gists_url': 'https://api.github.com/users/GoogleCloudPlatform/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/GoogleCloudPlatform/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/GoogleCloudPlatform/subscriptions', 'organizations_url': 'https://api.github.com/users/GoogleCloudPlatform/orgs', 'repos_url': 'https://api.github.com/users/GoogleCloudPlatform/repos', 'events_url': 'https://api.github.com/users/GoogleCloudPlatform/events{/privacy}', 'received_events_url': 'https://api.github.com/users/GoogleCloudPlatform/received_events', 'type': 'Organization', 'site_admin': False}","['python', 'samples']",226097,Jupyter Notebook,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}"
sammchardy/python-binance,https://github.com/sammchardy/python-binance,Binance Exchange API python implementation for automated trading,5617,2271,2024-02-09T08:43:57Z,2017-08-14T12:09:45Z,"{'login': 'sammchardy', 'id': 6649065, 'node_id': 'MDQ6VXNlcjY2NDkwNjU=', 'avatar_url': 'https://avatars.githubusercontent.com/u/6649065?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/sammchardy', 'html_url': 'https://github.com/sammchardy', 'followers_url': 'https://api.github.com/users/sammchardy/followers', 'following_url': 'https://api.github.com/users/sammchardy/following{/other_user}', 'gists_url': 'https://api.github.com/users/sammchardy/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/sammchardy/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/sammchardy/subscriptions', 'organizations_url': 'https://api.github.com/users/sammchardy/orgs', 'repos_url': 'https://api.github.com/users/sammchardy/repos', 'events_url': 'https://api.github.com/users/sammchardy/events{/privacy}', 'received_events_url': 'https://api.github.com/users/sammchardy/received_events', 'type': 'User', 'site_admin': False}","['api', 'binance', 'cryptocurrency', 'python', 'python2', 'python3', 'websockets']",1619,Python,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
softhints/python,https://github.com/softhints/python,Jupyter notebooks and datasets for the interesting pandas/python/data science video series.,106,179,2023-11-15T15:29:12Z,2018-12-08T14:07:14Z,"{'login': 'softhints', 'id': 44205770, 'node_id': 'MDQ6VXNlcjQ0MjA1Nzcw', 'avatar_url': 'https://avatars.githubusercontent.com/u/44205770?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/softhints', 'html_url': 'https://github.com/softhints', 'followers_url': 'https://api.github.com/users/softhints/followers', 'following_url': 'https://api.github.com/users/softhints/following{/other_user}', 'gists_url': 'https://api.github.com/users/softhints/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/softhints/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/softhints/subscriptions', 'organizations_url': 'https://api.github.com/users/softhints/orgs', 'repos_url': 'https://api.github.com/users/softhints/repos', 'events_url': 'https://api.github.com/users/softhints/events{/privacy}', 'received_events_url': 'https://api.github.com/users/softhints/received_events', 'type': 'User', 'site_admin': False}","['pandas', 'pandas-cookbook', 'pandas-tricks-for-data-manipulation', 'pandas-tutorial']",626,Jupyter Notebook,
REMitchell/python-scraping,https://github.com/REMitchell/python-scraping,Code samples from the book Web Scraping with Python http://shop.oreilly.com/product/0636920034391.do,4164,2462,2024-02-09T06:58:45Z,2015-06-14T15:32:58Z,"{'login': 'REMitchell', 'id': 468917, 'node_id': 'MDQ6VXNlcjQ2ODkxNw==', 'avatar_url': 'https://avatars.githubusercontent.com/u/468917?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/REMitchell', 'html_url': 'https://github.com/REMitchell', 'followers_url': 'https://api.github.com/users/REMitchell/followers', 'following_url': 'https://api.github.com/users/REMitchell/following{/other_user}', 'gists_url': 'https://api.github.com/users/REMitchell/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/REMitchell/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/REMitchell/subscriptions', 'organizations_url': 'https://api.github.com/users/REMitchell/orgs', 'repos_url': 'https://api.github.com/users/REMitchell/repos', 'events_url': 'https://api.github.com/users/REMitchell/events{/privacy}', 'received_events_url': 'https://api.github.com/users/REMitchell/received_events', 'type': 'User', 'site_admin': False}",[],13324,Jupyter Notebook,
vipstone/python,https://github.com/vipstone/python,关于python的系统学习笔记，深入浅出。,192,131,2024-01-25T14:31:18Z,2018-04-05T04:33:04Z,"{'login': 'vipstone', 'id': 14868811, 'node_id': 'MDQ6VXNlcjE0ODY4ODEx', 'avatar_url': 'https://avatars.githubusercontent.com/u/14868811?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/vipstone', 'html_url': 'https://github.com/vipstone', 'followers_url': 'https://api.github.com/users/vipstone/followers', 'following_url': 'https://api.github.com/users/vipstone/following{/other_user}', 'gists_url': 'https://api.github.com/users/vipstone/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/vipstone/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/vipstone/subscriptions', 'organizations_url': 'https://api.github.com/users/vipstone/orgs', 'repos_url': 'https://api.github.com/users/vipstone/repos', 'events_url': 'https://api.github.com/users/vipstone/events{/privacy}', 'received_events_url': 'https://api.github.com/users/vipstone/received_events', 'type': 'User', 'site_admin': False}",[],56,Python,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
dabeaz-course/python-mastery,https://github.com/dabeaz-course/python-mastery,Advanced Python Mastery (course by @dabeaz),10064,1567,2024-02-09T07:19:48Z,2023-07-17T01:11:15Z,"{'login': 'dabeaz-course', 'id': 65303367, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjY1MzAzMzY3', 'avatar_url': 'https://avatars.githubusercontent.com/u/65303367?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/dabeaz-course', 'html_url': 'https://github.com/dabeaz-course', 'followers_url': 'https://api.github.com/users/dabeaz-course/followers', 'following_url': 'https://api.github.com/users/dabeaz-course/following{/other_user}', 'gists_url': 'https://api.github.com/users/dabeaz-course/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/dabeaz-course/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/dabeaz-course/subscriptions', 'organizations_url': 'https://api.github.com/users/dabeaz-course/orgs', 'repos_url': 'https://api.github.com/users/dabeaz-course/repos', 'events_url': 'https://api.github.com/users/dabeaz-course/events{/privacy}', 'received_events_url': 'https://api.github.com/users/dabeaz-course/received_events', 'type': 'Organization', 'site_admin': False}",['python'],5324,Python,"{'key': 'cc-by-sa-4.0', 'name': 'Creative Commons Attribution Share Alike 4.0 International', 'spdx_id': 'CC-BY-SA-4.0', 'url': 'https://api.github.com/licenses/cc-by-sa-4.0', 'node_id': 'MDc6TGljZW5zZTI2'}"
Manish57-droid/python,https://github.com/Manish57-droid/python,stuffs from python,25,311,2024-02-02T20:36:37Z,2022-01-10T17:19:44Z,"{'login': 'Manish57-droid', 'id': 73788581, 'node_id': 'MDQ6VXNlcjczNzg4NTgx', 'avatar_url': 'https://avatars.githubusercontent.com/u/73788581?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Manish57-droid', 'html_url': 'https://github.com/Manish57-droid', 'followers_url': 'https://api.github.com/users/Manish57-droid/followers', 'following_url': 'https://api.github.com/users/Manish57-droid/following{/other_user}', 'gists_url': 'https://api.github.com/users/Manish57-droid/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Manish57-droid/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Manish57-droid/subscriptions', 'organizations_url': 'https://api.github.com/users/Manish57-droid/orgs', 'repos_url': 'https://api.github.com/users/Manish57-droid/repos', 'events_url': 'https://api.github.com/users/Manish57-droid/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Manish57-droid/received_events', 'type': 'User', 'site_admin': False}","['contributions-welcome', 'hacktoberfest', 'hacktoberfest-accepted', 'hacktoberfest2023', 'python']",796,Python,
Kr1s77/awesome-python-login-model,https://github.com/Kr1s77/awesome-python-login-model,😮python模拟登陆一些大型网站，还有一些简单的爬虫，希望对你们有所帮助❤️，如果喜欢记得给个star哦🌟,15589,3318,2024-02-09T08:08:52Z,2019-01-20T10:43:13Z,"{'login': 'Kr1s77', 'id': 29158759, 'node_id': 'MDQ6VXNlcjI5MTU4NzU5', 'avatar_url': 'https://avatars.githubusercontent.com/u/29158759?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Kr1s77', 'html_url': 'https://github.com/Kr1s77', 'followers_url': 'https://api.github.com/users/Kr1s77/followers', 'following_url': 'https://api.github.com/users/Kr1s77/following{/other_user}', 'gists_url': 'https://api.github.com/users/Kr1s77/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Kr1s77/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Kr1s77/subscriptions', 'organizations_url': 'https://api.github.com/users/Kr1s77/orgs', 'repos_url': 'https://api.github.com/users/Kr1s77/repos', 'events_url': 'https://api.github.com/users/Kr1s77/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Kr1s77/received_events', 'type': 'User', 'site_admin': False}","['163mail-login', 'bilibili-login', 'douban-spider', 'facebook-login', 'github-login', 'guoke-spider', 'jingdong', 'lagou-spider', 'python', 'selenium', 'sina-spider', 'spiders', 'taobao-spider', 'tuchong', 'twitter-bot', 'weixinbot', 'zhihu-spider']",18655,Python,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}"
Python3WebSpider/Python3WebSpider,https://github.com/Python3WebSpider/Python3WebSpider,Source File of My Book related to WebSpider,1956,830,2024-02-08T05:48:25Z,2016-08-01T07:48:44Z,"{'login': 'Python3WebSpider', 'id': 29157219, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjI5MTU3MjE5', 'avatar_url': 'https://avatars.githubusercontent.com/u/29157219?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Python3WebSpider', 'html_url': 'https://github.com/Python3WebSpider', 'followers_url': 'https://api.github.com/users/Python3WebSpider/followers', 'following_url': 'https://api.github.com/users/Python3WebSpider/following{/other_user}', 'gists_url': 'https://api.github.com/users/Python3WebSpider/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Python3WebSpider/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Python3WebSpider/subscriptions', 'organizations_url': 'https://api.github.com/users/Python3WebSpider/orgs', 'repos_url': 'https://api.github.com/users/Python3WebSpider/repos', 'events_url': 'https://api.github.com/users/Python3WebSpider/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Python3WebSpider/received_events', 'type': 'Organization', 'site_admin': False}","['python3', 'webspider']",171517,,
ThatEidolon/Python,https://github.com/ThatEidolon/Python,Scratch space for various python lessons I am trying to work through,118,155,2024-02-02T02:43:46Z,2015-04-25T00:11:50Z,"{'login': 'ThatEidolon', 'id': 4961182, 'node_id': 'MDQ6VXNlcjQ5NjExODI=', 'avatar_url': 'https://avatars.githubusercontent.com/u/4961182?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ThatEidolon', 'html_url': 'https://github.com/ThatEidolon', 'followers_url': 'https://api.github.com/users/ThatEidolon/followers', 'following_url': 'https://api.github.com/users/ThatEidolon/following{/other_user}', 'gists_url': 'https://api.github.com/users/ThatEidolon/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ThatEidolon/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ThatEidolon/subscriptions', 'organizations_url': 'https://api.github.com/users/ThatEidolon/orgs', 'repos_url': 'https://api.github.com/users/ThatEidolon/repos', 'events_url': 'https://api.github.com/users/ThatEidolon/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ThatEidolon/received_events', 'type': 'User', 'site_admin': False}",[],13540,Python,
hussien89aa/PythonTutorial,https://github.com/hussien89aa/PythonTutorial,Step by step to build apps with Python. Code files for YouTube tutorial,733,774,2024-02-08T02:20:04Z,2016-06-25T23:52:35Z,"{'login': 'hussien89aa', 'id': 7304399, 'node_id': 'MDQ6VXNlcjczMDQzOTk=', 'avatar_url': 'https://avatars.githubusercontent.com/u/7304399?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/hussien89aa', 'html_url': 'https://github.com/hussien89aa', 'followers_url': 'https://api.github.com/users/hussien89aa/followers', 'following_url': 'https://api.github.com/users/hussien89aa/following{/other_user}', 'gists_url': 'https://api.github.com/users/hussien89aa/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/hussien89aa/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/hussien89aa/subscriptions', 'organizations_url': 'https://api.github.com/users/hussien89aa/orgs', 'repos_url': 'https://api.github.com/users/hussien89aa/repos', 'events_url': 'https://api.github.com/users/hussien89aa/events{/privacy}', 'received_events_url': 'https://api.github.com/users/hussien89aa/received_events', 'type': 'User', 'site_admin': False}","['python', 'python3']",30,Python,
